index,word,solution_count
21325,пороховница,34
21326,порочение,13
21327,порочность,39
21328,пороша,4
21329,порошок,6
21330,портал,17
21331,портативность,171
21332,портвейн,26
21333,портер,7
21334,портерная,43
21335,портик,22
21336,портниха,48
21337,портняжничество,204
21338,портплед,25
21339,портрет,10
21340,портретирование,207
21341,портретист,58
21342,портретистка,255
21343,портсигар,72
21344,порттабак,70
21345,португалец,88
21346,португалка,140
21347,портулак,80
21348,портупея,15
21349,портфель,32
21350,портшез,16
21351,портьера,21
21352,портянка,52
21353,поруб,2
21354,порубка,30
21355,порубщик,15
21356,порубь,3
21357,поругание,54
21358,порука,18
21359,поручатель,89
21360,поручательница,350
21361,поручательство,340
21362,поручение,20
21363,поручень,7
21364,поручик,7
21365,поручитель,59
21366,поручительница,316
21367,поручительство,278
21368,порфир,2
21369,порфира,4
21370,порфирит,20
21371,порхание,27
21372,порция,1
21373,порча,1
21374,порывистость,83
21375,порядовка,45
21376,посадка,20
21377,посадник,57
21378,посадница,32
21379,посадничество,185
21380,посапывание,55
21381,посверкивание,287
21382,посветление,103
21383,посвист,9
21384,посвистывание,143
21385,посвящение,34
21386,посвященная,36
21387,посвященный,18
21388,посев,5
21389,поселенец,15
21390,поселение,28
21391,поселок,23
21392,посетитель,67
21393,посетительница,291
21394,посещаемость,51
21395,посещение,12
21396,поскабливание,337
21397,поскок,6
21398,посконина,53
21399,посконь,12
21400,поскрипывание,280
21401,послабление,74
21402,посланец,31
21403,послание,42
21404,посланник,93
21405,посланница,46
21406,послед,9
21407,последействие,104
21408,последнее,20
21409,последователь,161
21410,последовательница,658
21411,последовательность,348
21412,последствие,87
21413,последующее,26
21414,послелог,5
21415,послесловие,29
21416,пословица,34
21417,послушание,72
21418,послушник,65
21419,послушница,57
21420,послушничество,171
21421,послушность,53
21422,посмешище,4
21423,посмеяние,24
21424,посольство,25
21425,посох,0
21426,поспевание,49
21427,поспешность,39
21428,посрамление,171
21429,посредник,80
21430,посредница,106
21431,посредничество,257
21432,поставщик,64
21433,поставщица,23
21434,постамент,64
21435,постановка,83
21436,постановление,248
21437,постановщик,140
21438,постарение,160
21439,постель,34
21440,постельница,193
21441,постепенность,46
21442,постигание,75
21443,постижение,39
21444,постилка,96
21445,постничество,78
21446,постой,7
21447,постороннее,62
21448,посторонняя,37
21449,постоянность,25
21450,постоянство,17
21451,постпозиция,10
21452,пострадавшая,104
21453,постреливание,468
21454,постриг,34
21455,постриженец,114
21456,пострижение,104
21457,постриженик,170
21458,постриженица,244
21459,постройка,100
21460,постромка,124
21461,постскриптум,145
21462,постукивание,283
21463,постулат,29
21464,поступательность,206
21465,поступление,97
21466,поступок,27
21467,поступь,11
21468,постыдность,29
21469,постылость,25
21470,посуда,12
21471,посул,4
21472,посыл,1
21473,посыльная,29
21474,посыпание,23
21475,посыпка,8
21476,посюсторонность,55
21477,посягатель,81
21478,посягательница,362
21479,посягательство,174
21480,пот,1
21481,потаенность,58
21482,поталь,12
21483,потасовка,45
21484,поташ,3
21485,поташник,56
21486,потворство,34
21487,потворствование,285
21488,потворщик,45
21489,потворщица,38
21490,потемнение,25
21491,потение,9
21492,потенциал,69
21493,потенцирование,203
21494,потенция,17
21495,потепление,36
21496,потерна,31
21497,потертость,50
21498,потеря,7
21499,потерянная,44
21500,потерянность,95
21501,потесь,12
21502,потир,7
21503,потирание,63
21504,потливость,42
21505,потник,17
21506,потница,10
21507,потогонное,12
21508,поток,6
21509,потолок,16
21510,потолочина,41
21511,потомок,13
21512,потомство,13
21513,потоотделение,61
21514,потоп,2
21515,потопление,39
21516,поточность,16
21517,потрава,32
21518,потравщик,77
21519,потребитель,74
21520,потребление,87
21521,потребность,88
21522,потрескивание,587
21523,потрошение,48
21524,потрясение,105
21525,потряхивание,177
21526,потуга,4
21527,потупленность,111
21528,потускнение,108
21529,потусторонность,81
21530,потухание,41
21531,потчевание,50
21532,потяг,2
21533,потягивание,67
21534,потяжка,16
21535,поучение,8
21536,поучительность,180
21537,поучительство,141
21538,похвала,15
21539,похваливание,80
21540,похититель,28
21541,похитительница,130
21542,похищение,7
21543,похищенное,7
21544,похлебка,33
21545,похмелье,6
21546,походка,9
21547,похожесть,18
21548,похолодание,49
21549,похотливость,51
21550,похоть,3
21551,похрустывание,357
21552,похрюкивание,139
21553,похудение,15
21554,поцелуй,4
21555,почавкивание,84
21556,початок,14
21557,почва,0
21558,почвенник,23
21559,почвенничество,69
21560,почвенность,51
21561,почвовед,2
21562,почвоведение,24
21563,почерк,7
21564,почернение,18
21565,почесывание,66
21566,почет,2
21567,почетность,40
21568,почин,2
21569,починка,24
21570,почитание,27
21571,почитатель,47
21572,почитательница,168
21573,почкование,65
21574,почкосложение,118
21575,почта,2
21576,почтальон,30
21577,почтамт,10
21578,почтение,13
21579,почтенность,45
21580,почтительность,132
21581,почтмейстер,79
21582,пошаркивание,202
21583,пошатывание,60
21584,пошевеливание,75
21585,пошехонец,5
21586,пошиб,0
21587,пошив,2
21588,пошловатость,62
21589,пощада,2
21590,пощелкивание,157
21591,пощение,4
21592,пощечина,11
21593,пощипывание,22
21594,поэзия,0
21595,поэма,1
21596,поэт,2
21597,поэтесса,13
21598,поэтизация,15
21599,поэтизирование,179
21600,поэтика,23
21601,поэтичность,34
21602,появление,24
21603,поярок,4
21604,поясина,14
21605,пояснение,17
21606,поясница,18
21607,прабабка,21
21608,прабабушка,41
21609,правая,4
21610,правдивость,95
21611,правдоискатель,886
21612,правдоискательство,1340
21613,правдолюб,36
21614,правдолюбец,84
21615,правдолюбие,100
21616,правдоносец,118
21617,правдоподобие,61
21618,правдоподобность,189
21619,праведная,40
21620,праведник,73
21621,праведница,67
21622,праведность,212
21623,правилка,44
21624,правильность,217
21625,правильщик,45
21626,правильщица,32
21627,правитель,58
21628,правительница,216
21629,правительство,326
21630,правка,14
21631,правнук,20
21632,правнучка,54
21633,правобережье,36
21634,правовед,24
21635,правоведение,114
21636,правоверие,23
21637,правоверность,196
21638,правозаступник,594
21639,правозаступничество,729
21640,правомерность,271
21641,правомочие,37
21642,правомочность,143
21643,правонарушение,134
21644,правонарушитель,474
21645,правонарушительница,695
21646,правоотношение,189
21647,правописание,130
21648,правопорядок,56
21649,правопреемник,191
21650,правопреемство,169
21651,православие,107
21652,православная,75
21653,правосознание,196
21654,правоспособность,151
21655,правосудие,99
21656,правота,32
21657,правофланговая,98
21658,прагматист,73
21659,прадед,7
21660,прадедушка,63
21661,празднество,237
21662,праздник,35
21663,праздничность,199
21664,празднование,166
21665,праздность,86
21666,празем,11
21667,празеодим,59
21668,праистория,62
21669,пракрит,20
21670,практик,23
21671,практика,38
21672,практикант,86
21673,практикантка,93
21674,практикум,52
21675,практицизм,47
21676,практичность,262
21677,праматерь,19
21678,праотец,18
21679,прапорщик,26
21680,прапрабабка,24
21681,прапрабабушка,45
21682,праправнук,44
21683,праправнучка,64
21684,прапрадед,10
21685,прапрадедушка,73
21686,прапращур,7
21687,прародина,38
21688,прародитель,116
21689,прародительница,377
21690,прасол,15
21691,прасолка,59
21692,прасольство,118
21693,прасольщица,58
21694,пратикабль,89
21695,прах,2
21696,прачечная,19
21697,прачка,14
21698,пращ,1
21699,праща,3
21700,пращник,18
21701,пращур,3
21702,праязык,11
21703,преамбула,46
21704,пребывание,36
21705,превалирование,159
21706,превенция,14
21707,превозмогание,221
21708,превознесение,95
21709,превозношение,68
21710,превосходительство,475
21711,превосходство,104
21712,превратное,68
21713,превратность,195
21714,превращаемость,210
21715,превращение,38
21716,превыспренность,147
21717,превышение,15
21718,преграда,16
21719,предамбарье,32
21720,преданность,148
21721,предатель,39
21722,предательница,221
21723,предательство,309
21724,предбанник,75
21725,предварение,48
21726,предварительность,925
21727,предвестие,43
21728,предвестник,111
21729,предвестница,224
21730,предвечерие,9
21731,предвзятость,125
21732,предвидение,15
21733,предвкушение,68
21734,предводитель,109
21735,предводительница,548
21736,предводительство,345
21737,предвозвестник,372
21738,предвозвестница,605
21739,предвосхищение,134
21740,предвычисление,92
21741,предгорье,10
21742,предгрозовье,59
21743,предгрозье,19
21744,преддверие,8
21745,предельность,136
21746,предзимье,13
21747,предзнаменование,364
21748,предзорье,10
21749,предикативность,889
21750,предисловие,84
21751,предкамера,49
21752,предлежание,71
21753,предместье,21
21754,предмет,5
21755,предметность,130
21756,предмостье,73
21757,предназначение,97
21758,преднамеренность,292
21759,предначертание,135
21760,предок,14
21761,предоперационная,146
21762,предопределение,60
21763,предопределенность,221
21764,предоставление,624
21765,предостережение,146
21766,предосторожность,134
21767,предосудительность,531
21768,предотвращение,244
21769,предохранение,92
21770,предохранитель,322
21771,предписание,66
21772,предплечье,13
21773,предплужник,46
21774,предплюсна,53
21775,предположение,78
21776,предположительность,433
21777,предполье,19
21778,предпосылка,161
21779,предпочка,50
21780,предпочтение,67
21781,предпочтительность,419
21782,предприимчивость,199
21783,предприниматель,235
21784,предпринимательница,439
21785,предпринимательство,1459
21786,предприятие,20
21787,предпрядение,15
21788,предрасположение,297
21789,предрасположенность,514
21790,предрассудок,160
21791,предречение,11
21792,предрешение,13
21793,предрешенность,99
21794,предросток,109
21795,председатель,81
21796,председательствование,1274
21797,председательствующий,420
21798,предсердие,14
21799,предсказание,228
21800,предсказатель,260
21801,предсказательница,961
21802,предсказывание,378
21803,представительница,712
21804,представительность,977
21805,представление,292
21806,предстепье,15
21807,предстоящее,39
21808,предубеждение,30
21809,предугаданное,110
21810,предугадывание,153
21811,предуказание,195
21812,предумышленность,375
21813,предупредительность,479
21814,предупреждение,19
21815,предусматривание,516
21816,предусмотрительность,835
21817,предустье,35
21818,предчувствие,75
21819,предшественник,153
21820,предшественница,299
21821,предшествование,471
21822,предъявитель,59
21823,предъявительница,353
21824,предъявление,39
21825,предыдущее,6
21826,предыстория,83
21827,преемник,16
21828,преемница,31
21829,преемничество,216
21830,преемственность,173
21831,преемство,67
21832,преждевременность,227
21833,прежнее,1
21834,презентабельность,396
21835,презентант,27
21836,презерватив,42
21837,презервация,35
21838,президент,21
21839,президентство,243
21840,президентура,149
21841,президиум,18
21842,презрение,8
21843,презренная,11
21844,презренность,79
21845,презрительность,278
21846,презумпция,15
21847,преизбыток,55
21848,преимущество,130
21849,преисподняя,47
21850,прейскурант,160
21851,прекарий,24
21852,прекарист,104
21853,преклонение,61
21854,преклонность,232
21855,прекос,15
21856,прекраснодушие,442
21857,прекрасное,94
21858,прекращение,52
21859,прелат,12
21860,прелатство,152
21861,прелестная,83
21862,преломление,42
21863,преломляемость,160
21864,преломлятель,66
21865,прелость,58
21866,прель,3
21867,прельститель,59
21868,прельстительница,313
21869,прельстительность,257
21870,прелюбодей,37
21871,прелюбодейка,144
21872,прелюбодеяние,93
21873,прелюд,5
21874,прелюдирование,205
21875,прелюдия,16
21876,премирование,87
21877,премия,6
21878,премножество,123
21879,премудрость,110
21880,премьера,6
21881,пренебрежение,7
21882,пренебрежительность,376
21883,пренеприятность,199
21884,преобладание,169
21885,преображение,57
21886,преобразование,169
21887,преобразовательница,878
21888,преобразовывание,213
21889,преодоление,46
21890,преосвященный,63
21891,преосвященство,111
21892,препарат,14
21893,препаратор,30
21894,препараторская,191
21895,препарирование,79
21896,препаровка,54
21897,препаровочная,58
21898,препирательство,423
21899,преподавание,127
21900,преподаватель,187
21901,преподнесение,59
21902,преподношение,38
21903,преподобие,17
21904,препозиция,12
21905,препринт,11
21906,препровождение,72
21907,препятствие,48
21908,прерафаэлит,71
21909,пререкание,39
21910,прерия,3
21911,прерогатива,108
21912,прерывание,30
21913,прерыватель,54
21914,прерывистость,144
21915,прерывность,103
21916,пресбиопия,25
21917,пресвитер,35
21918,пресвитерианец,220
21919,пресвитерианин,183
21920,пресвитерианка,444
21921,пресвитерианство,471
21922,пресечение,16
21923,преследование,327
21924,преследователь,280
21925,преследовательница,1181
21926,преследуемая,88
21927,преследуемый,41
21928,преследующий,52
21929,пресмыкание,122
21930,пресмыкательство,710
21931,пресмыкающееся,81
21932,пресноводность,169
21933,пресное,15
21934,пресность,54
21935,пресс,4
21936,пресса,12
21937,прессовальная,206
21938,прессовальня,174
21939,прессование,127
21940,прессовка,100
21941,прессовщик,75
21942,прессовщица,76
21943,прессшпан,25
21944,престиж,18
21945,престол,37
21946,престолонаследие,503
21947,престолонаследник,1108
21948,преступление,94
21949,преступник,93
21950,преступница,160
21951,преступность,109
21952,пресыщение,15
21953,пресыщенность,81
21954,претворение,63
21955,претендент,9
21956,претендентка,79
21957,претензия,18
21958,претенциозность,208
21959,претор,7
21960,преторианец,106
21961,преторий,22
21962,преториум,49
21963,преувеличение,42
21964,преувеличенность,484
21965,преувеличивание,131
21966,преуменьшение,28
21967,преумножение,50
21968,преуспевание,89
21969,префект,6
21970,префектура,57
21971,преферансист,132
21972,преференция,13
21973,префиксация,89
21974,прецедент,12
21975,прецизионность,157
21976,преципитат,28
21977,преюдициальность,583
21978,приарендовывание,220
21979,приарканивание,107
21980,прибавление,74
21981,прибаутка,68
21982,прибаюкивание,125
21983,прибежище,5
21984,прибивание,30
21985,прибивка,20
21986,прибинтовывание,203
21987,прибирание,15
21988,приближавшаяся,86
21989,приближавшийся,61
21990,приближающаяся,64
21991,приближающийся,51
21992,приближение,15
21993,приближенная,65
21994,приблизительность,285
21995,прибойник,18
21996,приболотица,65
21997,прибор,2
21998,приборка,27
21999,приборостроение,159
22000,приборостроитель,205
22001,прибранность,156
22002,прибрежница,37
22003,прибрежье,4
22004,прибывание,33
22005,прибывающая,21
22006,прибывающий,14
22007,прибывшая,9
22008,прибывший,1
22009,прибыль,4
22010,прибыльность,97
22011,прибытие,9
22012,привал,10
22013,приваливание,70
22014,привальное,103
22015,привар,4
22016,приваривание,39
22017,приварка,24
22018,приватизация,43
22019,приведение,13
22020,привезенное,42
22021,приверженец,19
22022,приверженка,73
22023,приверженность,203
22024,привертка,57
22025,привертывание,96
22026,привес,15
22027,привеска,67
22028,привесок,60
22029,привет,5
22030,приветствие,46
22031,привешивание,47
22032,прививаемость,193
22033,прививальщик,47
22034,прививальщица,33
22035,прививание,24
22036,прививка,13
22037,прививок,8
22038,привидение,12
22039,привизг,3
22040,привилегированная,293
22041,привилегированность,901
22042,привилегия,14
22043,привинчивание,35
22044,привитие,9
22045,привкус,23
22046,привлекательное,589
22047,привлекательность,1225
22048,привлечение,29
22049,привнесение,33
22050,приводка,37
22051,приводнение,39
22052,привоз,7
22053,привой,7
22054,приволакивание,302
22055,приволье,21
22056,привораживание,98
22057,приворачивание,92
22058,приворот,18
22059,привратница,55
22060,привскакивание,202
22061,привыкание,66
22062,привычка,17
22063,привычное,18
22064,привычность,73
22065,привязанность,207
22066,привязка,23
22067,привязчивость,67
22068,привязывание,54
22069,привязь,4
22070,привяливание,67
22071,пригар,5
22072,пригарина,18
22073,пригарь,7
22074,пригвождение,77
22075,пригибание,33
22076,приглаженность,498
22077,приглаживание,117
22078,приглашение,67
22079,приглашенная,102
22080,приглашенный,71
22081,приглубь,11
22082,приглушение,35
22083,приглушенность,312
22084,приглядывание,149
22085,приговаривание,122
22086,приговоренная,119
22087,приговоренный,60
22088,пригодность,104
22089,пригон,8
22090,пригонка,56
22091,пригораживание,141
22092,пригорание,49
22093,пригород,8
22094,пригородка,56
22095,пригорожанин,53
22096,пригорожанка,127
22097,пригорок,12
22098,приготавливание,394
22099,приготовление,176
22100,пригребание,41
22101,пригрев,6
22102,пригревание,52
22103,придавленная,134
22104,придавленность,637
22105,придавливание,108
22106,придание,21
22107,приданое,40
22108,придаток,67
22109,придача,9
22110,придвигание,58
22111,придел,6
22112,приделывание,107
22113,придерживание,71
22114,придирчивость,60
22115,придуманность,307
22116,придумывание,89
22117,придыхание,31
22118,приезд,3
22119,приезжающий,18
22120,приезжая,12
22121,прием,3
22122,приемка,26
22123,приемлемость,161
22124,приемная,29
22125,приемник,15
22126,приемосдатчик,447
22127,приемщик,9
22128,приемщица,16
22129,приехавший,23
22130,прижатие,16
22131,приживаемость,230
22132,приживальчество,363
22133,приживальщик,50
22134,приживальщица,42
22135,приживление,17
22136,прижигание,29
22137,прижим,3
22138,прижимание,33
22139,прижмуривание,72
22140,призвание,31
22141,призванный,16
22142,призвук,7
22143,приземистость,138
22144,приземление,24
22145,призер,3
22146,призма,7
22147,признак,24
22148,признание,18
22149,признательность,471
22150,призрак,13
22151,призрачность,140
22152,призываемый,41
22153,призывник,7
22154,прииск,9
22155,приискание,78
22156,приискатель,231
22157,приискательница,599
22158,приказание,79
22159,приказчик,18
22160,приказывание,140
22161,прикалывание,183
22162,прикапывание,106
22163,прикармливание,229
22164,прикатка,38
22165,прикатывание,215
22166,прикипание,40
22167,прикладывание,250
22168,приклеивание,134
22169,приклейка,56
22170,приклепка,50
22171,приклепывание,169
22172,приключение,43
22173,прикованная,110
22174,прикованность,357
22175,прикол,11
22176,приколачивание,368
22177,приколка,51
22178,прикомандирование,494
22179,прикопка,25
22180,прикорм,12
22181,прикормка,40
22182,прикосновение,153
22183,прикраивание,90
22184,прикраса,34
22185,прикрашивание,126
22186,прикрепление,34
22187,прикрепленность,401
22188,прикройка,30
22189,прикручивание,108
22190,прикрытие,15
22191,прикуп,2
22192,прикуривание,77
22193,прикус,18
22194,прилагательное,310
22195,приладка,35
22196,прилаживание,80
22197,прилегание,47
22198,прилежание,38
22199,прилежность,163
22200,прилеп,3
22201,прилепа,10
22202,прилепливание,71
22203,прилет,8
22204,прилив,2
22205,приливание,45
22206,прилипаемость,282
22207,прилипание,24
22208,прилипчивость,72
22209,прилистник,43
22210,прилитие,12
22211,приличие,3
22212,прилов,11
22213,приложимость,110
22214,прилунение,11
22215,примадонна,67
22216,примаж,8
22217,приманивание,59
22218,приманка,44
22219,примарка,25
22220,примас,10
22221,примат,12
22222,приматывание,128
22223,примачивание,63
22224,применение,10
22225,применимость,142
22226,применяемость,197
22227,пример,5
22228,примеривание,43
22229,примерка,30
22230,примерность,150
22231,примерочная,78
22232,примерщик,12
22233,примерщица,20
22234,примесь,10
22235,примета,21
22236,приметка,57
22237,приметывание,111
22238,примечание,30
22239,примечательность,697
22240,приминание,22
22241,примиренец,13
22242,примирение,10
22243,примиренность,169
22244,примиренчество,240
22245,примитив,9
22246,примитивизм,12
22247,примитивность,93
22248,примораживание,140
22249,приморец,15
22250,приморье,15
22251,примосток,103
22252,примочка,31
22253,примула,15
22254,примычка,16
22255,принадлежность,516
22256,принайтовливание,368
22257,принаряживание,65
22258,принесение,14
22259,принесенное,37
22260,принижение,5
22261,приниженность,111
22262,принизывание,42
22263,принимание,22
22264,приноравливание,156
22265,приноровление,53
22266,принос,12
22267,приношение,20
22268,принтер,9
22269,принудительность,358
22270,принуждение,18
22271,принужденность,197
22272,принц,1
22273,принцесса,46
22274,принцип,2
22275,принципат,23
22276,принципиальность,218
22277,принципия,3
22278,принюхивание,39
22279,принятие,11
22280,приобретатель,162
22281,приобретательница,476
22282,приобретательство,559
22283,приобретение,62
22284,приобретенное,71
22285,приобщение,19
22286,приовражье,28
22287,приозерье,12
22288,приор,1
22289,приоритет,24
22290,приостанавливание,608
22291,приостановка,400
22292,приостановление,586
22293,приохочивание,76
22294,припадание,31
22295,припадок,30
22296,припаивание,33
22297,припай,3
22298,припайка,26
22299,припаливание,72
22300,припарка,21
22301,припас,6
22302,припасание,36
22303,припасовка,90
22304,припахивание,45
22305,припашка,27
22306,припев,3
22307,припевание,27
22308,припевка,31
22309,приперчивание,41
22310,припечатывание,136
22311,припиливание,51
22312,припилка,25
22313,приписка,30
22314,приписывание,66
22315,приплав,11
22316,приплавка,51
22317,приплата,25
22318,приплачивание,100
22319,приплескивание,269
22320,приплетание,83
22321,приплетение,36
22322,приплод,11
22323,приплывание,57
22324,приплюснутость,169
22325,приплюсовывание,242
22326,приплющение,19
22327,приплющивание,66
22328,приплясывание,147
22329,приподнимание,103
22330,приподнятие,59
22331,приподнятость,106
22332,припой,4
22333,припойка,27
22334,приползание,71
22335,приполок,22
22336,припоминание,56
22337,припорашивание,98
22338,припорох,4
22339,припорошка,34
22340,припосадка,100
22341,приправа,8
22342,приправка,32
22343,приправление,65
22344,припрыжка,18
22345,припрыскивание,158
22346,припрягание,32
22347,припрядывание,57
22348,припряжка,22
22349,припрятание,58
22350,припрятывание,93
22351,припугивание,58
22352,припудривание,52
22353,припуск,21
22354,припускание,131
22355,припутывание,92
22356,припухание,24
22357,припыл,3
22358,припыливание,60
22359,прирабатываемость,447
22360,прирабатывание,128
22361,приработка,103
22362,приработок,98
22363,прирастание,122
22364,приращение,20
22365,приращивание,39
22366,прирез,3
22367,прирезание,19
22368,прирезка,27
22369,прирезывание,54
22370,прирезь,6
22371,приречье,3
22372,природа,8
22373,природовед,19
22374,природоведение,67
22375,природолюб,22
22376,прирост,28
22377,приросток,81
22378,прируб,1
22379,прирубание,24
22380,прирубка,23
22381,прируливание,62
22382,приручение,8
22383,присада,16
22384,присадок,67
22385,присаливание,122
22386,присасывание,94
22387,присборивание,146
22388,присваивание,75
22389,присвист,15
22390,присвистка,72
22391,присвистывание,178
22392,присвоение,59
22393,присвоитель,152
22394,присвоительница,618
22395,присворивание,113
22396,присев,15
22397,присевание,63
22398,присед,10
22399,приседание,62
22400,присекание,88
22401,приселение,25
22402,присеменник,44
22403,присест,19
22404,присечка,53
22405,присказка,47
22406,присказывание,262
22407,прискакивание,187
22408,прискок,22
22409,прискорбие,44
22410,прискочка,64
22411,присловье,63
22412,прислуга,44
22413,прислуживание,149
22414,прислужник,41
22415,прислужничество,288
22416,прислушивание,155
22417,присмаливание,167
22418,присматривание,253
22419,присмотр,45
22420,приснащивание,87
22421,присовокупление,355
22422,присоединение,62
22423,присос,9
22424,присоска,55
22425,присосок,33
22426,присочинение,41
22427,приспешник,32
22428,приспешница,61
22429,приспешничество,208
22430,приспосабливаемость,755
22431,приспосабливание,338
22432,приспособленец,118
22433,приспособление,107
22434,приспособленка,424
22435,приспособленность,291
22436,приспособленчество,374
22437,приспособляемость,306
22438,приставание,167
22439,приставление,244
22440,приставство,88
22441,пристальность,194
22442,пристанище,96
22443,пристановка,337
22444,пристань,37
22445,пристойность,87
22446,пристрагивание,245
22447,пристраивание,187
22448,пристрастие,66
22449,пристрачивание,218
22450,пристращивание,203
22451,пристрел,26
22452,пристрелка,170
22453,пристройка,136
22454,пристрочка,136
22455,приструнивание,196
22456,пристукивание,355
22457,пристыженность,152
22458,пристяжка,69
22459,пристяжная,50
22460,присуждение,39
22461,присутствие,64
22462,присутствовавший,179
22463,присутствующий,39
22464,присучальщик,117
22465,присучальщица,70
22466,присучивание,89
22467,присучка,52
22468,присушивание,92
22469,присушка,51
22470,присущность,80
22471,присыпание,33
22472,присыпка,32
22473,присыхание,38
22474,присяга,15
22475,присядка,43
22476,присяжничество,182
22477,притаптывание,111
22478,притаскивание,370
22479,притачка,41
22480,притворность,89
22481,притворство,57
22482,притворщик,39
22483,притворщица,43
22484,притекание,92
22485,притеска,96
22486,притеснение,45
22487,притесненная,116
22488,притесненный,50
22489,притеснитель,104
22490,притеснительница,329
22491,притир,5
22492,притираемость,220
22493,притирание,42
22494,притирка,24
22495,притиск,21
22496,притискивание,256
22497,приток,22
22498,притолока,112
22499,притон,12
22500,притонение,36
22501,притоносодержатель,809
22502,притоносодержательница,1361
22503,притоп,9
22504,притоптывание,154
22505,притопывание,127
22506,притормаживание,326
22507,приторность,70
22508,приточка,55
22509,притрава,19
22510,притравка,49
22511,притравление,143
22512,притравливание,171
22513,притупление,43
22514,притупленность,270
22515,притча,7
22516,притык,6
22517,притыкание,98
22518,притычка,29
22519,притягательность,563
22520,притягивание,104
22521,притяжение,23
22522,притязание,56
22523,притязательность,523
22524,приукрашение,93
22525,приукрашивание,169
22526,приумножение,51
22527,приурочение,26
22528,приуроченность,181
22529,приурочивание,69
22530,приутюживание,106
22531,приутюжка,49
22532,приучение,7
22533,прифальцовка,136
22534,прифуговка,66
22535,прифуговывание,121
22536,прихват,16
22537,прихватка,55
22538,прихватывание,123
22539,прихвостень,142
22540,прихлебывание,106
22541,прихлестка,174
22542,прихлестывание,317
22543,прихлопывание,138
22544,приходование,99
22545,прихожанин,30
22546,прихожанка,84
22547,прихожая,16
22548,прихорашивание,110
22549,прихотливость,120
22550,прихоть,13
22551,прихрамывание,77
22552,прицветник,39
22553,прицел,4
22554,прицеливание,80
22555,прицельность,172
22556,прицеп,3
22557,прицепка,27
22558,прицепщик,8
22559,прицепщица,13
22560,причал,8
22561,причаливание,91
22562,причастность,140
22563,причащение,28
22564,причелина,36
22565,причерчивание,39
22566,причесанность,249
22567,прическа,53
22568,причесывание,94
22569,причетник,27
22570,причина,6
22571,причинение,4
22572,причисление,31
22573,причитальщица,53
22574,причмокивание,202
22575,причт,3
22576,причуда,10
22577,причудливость,137
22578,пришабривание,65
22579,пришабровка,90
22580,пришаркивание,126
22581,пришвартовывание,260
22582,пришедший,6
22583,пришелец,15
22584,пришепетывание,117
22585,пришептывание,107
22586,пришествие,43
22587,пришибленность,234
22588,пришивание,32
22589,пришивка,19
22590,пришпиливание,67
22591,пришпоривание,73
22592,приштуковка,152
22593,прищелкивание,161
22594,прищепка,26
22595,прищепление,15
22596,прищепок,10
22597,прищипывание,32
22598,прищур,1
22599,прищуривание,37
22600,приют,5
22601,приямок,12
22602,приятель,19
22603,приятельница,142
22604,приятельство,199
22605,приятное,29
22606,приятность,57
22607,проба,2
22608,пробег,8
22609,пробежка,41
22610,пробел,4
22611,пробеливание,145
22612,пробелка,60
22613,пробель,9
22614,пробиваемость,257
22615,пробивание,57
22616,пробивка,35
22617,пробирка,27
22618,пробирование,71
22619,пробковение,68
22620,проблема,32
22621,проблематика,354
22622,проблематичность,820
22623,проблемность,196
22624,проблеск,41
22625,проблескивание,584
22626,пробование,53
22627,прободение,36
22628,пробоина,15
22629,пробой,3
22630,пробойка,29
22631,пробойник,27
22632,пробор,0
22633,проборка,24
22634,пробст,13
22635,пробуждение,63
22636,пробуксовка,137
22637,пробуксовывание,487
22638,пробуравливание,228
22639,пробуривание,88
22640,провал,15
22641,проваливание,120
22642,провар,5
22643,проваривание,68
22644,проварка,27
22645,проващивание,67
22646,провевание,51
22647,проведение,42
22648,проведывание,120
22649,провеивание,56
22650,проверка,37
22651,провертка,85
22652,провертывание,152
22653,проверщик,21
22654,проверщица,27
22655,провес,21
22656,провеска,87
22657,проветривание,160
22658,провиант,52
22659,провиантмейстер,544
22660,провиденциализм,381
22661,провидец,12
22662,провидица,14
22663,провизия,10
22664,провизор,11
22665,провинциал,56
22666,провинциализм,124
22667,провинциалка,193
22668,провинциальность,335
22669,провинция,14
22670,провисание,96
22671,провитамин,92
22672,проводимость,89
22673,проводка,36
22674,проводница,43
22675,провожание,54
22676,провожатая,51
22677,провожатый,42
22678,провожающая,26
22679,провожающий,26
22680,провождение,53
22681,провоз,6
22682,провозгласитель,501
22683,провозгласительница,1352
22684,провозглашение,305
22685,провозоспособность,89
22686,провокатор,65
22687,провокация,42
22688,проволока,47
22689,проворачивание,93
22690,проворность,50
22691,проворство,34
22692,провоцирование,62
22693,провяливание,115
22694,прогалина,54
22695,прогар,3
22696,прогиб,7
22697,прогибание,67
22698,прогимназист,240
22699,прогимназистка,608
22700,прогимназия,81
22701,проглаживание,207
22702,проглатывание,362
22703,проглядывание,272
22704,прогнивание,81
22705,прогноз,7
22706,прогностика,271
